#RunNum   EventNum    x(mm)    y(mm)    z(mm)
2384 3338 0.156658 -20.2898 -1.34549
2384 3357 -0.280216 -20.8712 -1.28181
2384 3367 -0.306987 -20.6259 -1.42889
2384 3369 0.497003 -20.6264 -1.43096
2384 3377 -0.224018 -20.372 -1.53357
2384 3378 -0.0290907 -20.2433 -1.56744
2384 3394 -0.224441 -20.2877 -1.40496
2384 3422 0.202388 -20.302 -1.58856
2384 3427 -0.126143 -20.2889 -1.57355
2384 3438 0.0884581 -20.6778 -1.34406
2384 3448 -0.176524 -21.7023 -1.56619
2384 3458 0.0726926 -20.8172 -1.37791
2384 3470 -0.443479 -20.558 -1.4444
2384 3478 -0.160703 -19.6457 -1.61623
2384 3486 0.0466376 -21.4372 -1.27479
2384 3489 -0.453453 -20.2643 -1.21361
2384 3518 -0.320053 -21.3342 -1.51315
2384 3524 -0.818068 -20.5339 -1.44193
2384 3527 -0.571261 -20.2913 -1.52015
2384 3536 -0.124131 -20.3678 -1.49932
2384 3537 -0.164978 -20.3865 -1.45105
2384 3554 -0.188901 -20.5742 -1.50852
2384 3559 -0.325738 -20.4901 -1.41907
2384 3571 0.054588 -20.4953 -1.37312
2384 3573 -0.530068 -20.0882 -1.49001
2384 3608 -0.043793 -20.0406 -1.49041
2384 3613 0.353518 -20.5191 -1.46297
2384 3661 -0.69478 -20.7582 -1.52956
2384 3672 -0.0591321 -20.2706 -1.37054
2384 3700 -0.0486601 -20.5968 -1.66902
2384 3721 -0.272095 -20.7226 -1.37776
2384 3724 0.0590745 -20.2999 -1.40681
2384 3762 -0.203228 -20.9593 -1.56673
2384 3777 -0.509559 -20.875 -1.42319
2384 3779 0.307506 -20.3483 -1.36335
2384 3787 -0.67271 -19.9699 -1.55438
2384 3788 0.273282 -20.9436 -1.56829
2384 3792 -0.517147 -20.3739 -1.57271
2384 3798 0.138584 -20.6628 -1.49162
2384 3799 -0.398767 -20.3245 -1.51433
2384 3800 0.198268 -20.7296 -1.63294
2384 3815 0.162907 -20.9199 -1.42872
2384 3819 0.865109 -20.4616 -1.4544
2384 3830 -0.518976 -20.667 -1.4919
2384 3870 -0.643404 -20.3341 -1.56665
2384 3872 -0.0276678 -21.3038 -1.48794
2384 3873 -0.134366 -20.7601 -1.44068
2384 3875 0.0628695 -20.5848 -1.3836
2384 3879 -0.411717 -20.8355 -1.43633
2384 3885 -0.614204 -20.4465 -1.42299
2384 3887 0.770849 -20.9905 -1.61226
2384 3901 -0.579721 -21.8833 -1.53021
2384 3917 0.192646 -20.6952 -1.46349
2384 3926 -0.030904 -20.2748 -1.52838
2384 3938 -0.00121813 -20.3254 -1.44501
2384 3946 0.0595242 -19.9937 -1.77051
2384 3959 -0.344319 -20.7275 -1.3187
2384 3973 -0.331858 -19.764 -1.6292
2384 3998 0.44436 -20.5149 -1.6377
2384 4014 -0.840113 -20.4137 -1.57042
2384 4018 -0.257242 -20.7893 -1.41562
2384 4019 0.2579 -20.7983 -1.46614
2384 4031 -0.858481 -20.3256 -1.63749
2384 4058 -0.0618706 -20.3128 -1.40962
2384 4079 -0.246695 -20.75 -1.47602
2384 4092 -0.436474 -21.1007 -1.65469
2384 4116 0.119345 -20.9375 -1.36545
2384 4129 0.122849 -19.9233 -1.27394
2384 4147 -0.0512899 -20.5789 -1.49072
2384 4158 -0.150959 -20.4132 -1.51743
2384 4173 -0.547801 -20.4685 -1.57127
2384 4178 -0.432629 -21.0894 -1.41719
2384 4181 -0.0362338 -21.2292 -1.35237
2384 4183 -0.631307 -20.5427 -1.50374
2384 4185 -1.22832 -20.007 -1.50465
2384 4193 0.0961893 -20.7825 -1.45788
2384 4196 -0.521522 -20.2669 -1.50476
2384 4197 -0.236822 -20.9779 -1.36986
2384 4198 0.252269 -20.6318 -1.23455
2384 4204 -0.343678 -20.6653 -1.5804
2384 4211 0.0628681 -21.079 -1.58005
2384 4248 0.152159 -20.4868 -1.37221
2384 4249 -0.282064 -20.8176 -1.6414
2384 4285 -0.274796 -20.0451 -1.36505
2384 4290 -0.415847 -21.4174 -1.66283
2384 4292 -0.380897 -19.8986 -1.54802
2384 4295 0.0980831 -20.436 -1.43302
2384 4302 -0.322938 -20.2605 -1.6107
2384 4308 -0.259423 -20.2954 -1.57812
2384 4330 -0.257281 -20.4071 -1.45365
2384 4335 -0.238986 -20.417 -1.39776
2384 4352 -0.404863 -20.6239 -1.47673
2384 4355 -0.966434 -19.6048 -1.48185
2384 4359 -0.102704 -20.3272 -1.37538
2384 4372 0.34028 -19.8737 -1.3466
2384 4376 -0.495152 -21.0155 -1.48571
2384 4388 0.051517 -20.4424 -1.44897
2384 4396 -0.132876 -19.9982 -1.56397
2384 4405 -0.310474 -20.2176 -1.5364
2384 4417 -0.578448 -20.2191 -1.48539
2384 4418 0.36563 -20.6046 -1.46615
2384 4423 0.359068 -20.603 -1.5248
2384 4429 -0.173376 -20.2454 -1.46163
2384 4454 0.448054 -20.9194 -1.70291
2384 4463 0.194223 -20.6648 -1.34066
2384 4471 0.0320726 -20.1829 -1.55459
2384 4480 -0.0774494 -20.2539 -1.42079
2384 4505 0.254795 -19.7102 -1.48693
2384 4507 -0.171518 -20.4982 -1.42061
2384 4524 -0.451923 -20.5478 -1.43732
2384 4525 -0.238443 -21.1612 -1.38473
2384 4589 0.0405495 -20.0121 -1.48784
2384 4613 -0.51606 -20.5663 -1.47357
2384 4614 0.548328 -20.2694 -1.45721
2384 4625 -0.448333 -21.0372 -1.47561
2384 4630 0.0803253 -21.0475 -1.51974
2384 4633 0.225744 -21.5928 -1.72474
2384 4646 0.0425844 -20.8016 -1.76318
2384 4650 -0.0784483 -20.5218 -1.59267
2384 4656 0.101758 -20.5164 -1.30985
2384 4661 0.282642 -20.0283 -1.52678
2384 4663 -0.513417 -20.253 -1.40904
2384 4671 -0.416143 -20.1289 -1.41881
2384 4678 0.330354 -20.6783 -1.59902
2384 4690 0.0328095 -20.5201 -1.58274
2384 4715 0.0296195 -20.0942 -1.47921
2384 4735 -0.388939 -21.1446 -1.37839
2384 4738 -0.252209 -21.1445 -1.50147
2384 4750 -0.592302 -21.015 -1.40755
2384 4758 -1.02948 -20.3421 -1.58549
2384 4776 0.242081 -20.4756 -1.38521
2384 4785 0.106013 -20.5977 -1.51281
2384 4790 0.417257 -20.6267 -1.53087
2384 4800 -0.0990633 -20.6352 -1.59503
2384 4802 0.131797 -20.5331 -1.43952
2384 4805 -0.637724 -20.0059 -1.41786
2384 4807 -0.499114 -20.5478 -1.62926
2384 4809 -0.154597 -20.6173 -1.5903
2384 4852 0.129188 -20.8436 -1.67836
2384 4865 -0.375639 -20.4498 -1.71115
2384 4881 -0.488307 -20.3571 -1.57744
2384 4887 -0.448199 -20.8037 -1.50649
2384 4913 -0.359434 -20.0759 -1.24328
2384 4953 -0.511775 -21.1463 -1.61591
2384 4966 0.0362611 -20.2465 -1.48832
2384 4995 -0.299286 -20.8755 -1.60158
2384 5002 -0.16604 -20.2774 -1.65888
2384 5006 -0.49095 -20.2769 -1.53978
2384 5033 0.00286084 -20.0465 -1.48278
2384 5045 -0.589136 -20.3573 -1.39848
2384 5074 -0.342102 -20.4873 -1.46235
2384 5088 -0.39775 -20.7501 -1.60274
2384 5121 0.319766 -21.0159 -1.5371
2384 5125 -0.147453 -20.3245 -1.43569
2384 5136 -0.154906 -20.43 -1.58467
2384 5148 0.262865 -20.0047 -1.42425
2384 5165 -0.757361 -20.1944 -1.61024
2384 5166 0.232161 -20.9072 -1.52652
2384 5181 0.15282 -20.341 -1.41998
2384 5188 -0.971255 -20.194 -1.54659
2384 5222 -0.603215 -20.658 -1.47128
2384 5234 0.137904 -20.7373 -1.41768
2384 5265 0.324618 -20.3964 -1.63722
2384 5275 -0.832985 -21.0381 -1.52272
2384 5288 -0.735769 -20.8399 -1.55453
2384 5294 0.258826 -20.6026 -1.54982
2384 5301 -0.285146 -20.7493 -1.48339
2384 5310 -0.253324 -20.8312 -1.50726
2384 5320 0.0763889 -20.1507 -1.59645
2384 5321 -0.391844 -20.2932 -1.34922
2384 5353 0.253243 -20.7993 -1.37101
2384 5364 -0.00386978 -19.909 -1.34653
2384 5368 -0.30935 -20.3073 -1.50814
2384 5385 -0.433114 -20.6841 -1.6227
2384 5391 -0.340187 -20.9929 -1.54992
2384 5397 -0.406618 -20.842 -1.61689
2384 5400 -0.30723 -20.5899 -1.555
2384 5409 -0.416602 -20.7019 -1.45314
2384 5424 -0.339991 -20.9517 -1.51906
2384 5436 0.181742 -20.6112 -1.41371
2384 5445 -0.929478 -20.5495 -1.56598
2384 5446 -0.423375 -20.6379 -1.46147
2384 5456 -0.157074 -20.4373 -1.56089
2384 5468 0.132206 -20.3514 -1.61995
2384 5470 -0.797694 -20.0272 -1.46728
2384 5500 -0.359877 -20.539 -1.37183
2384 5501 -0.111007 -20.2306 -1.38509
2384 5510 -0.145527 -20.1877 -1.42736
2384 5515 0.0426983 -20.3295 -1.4469
2384 5527 -0.139149 -19.8124 -1.49505
2384 5532 -0.642004 -20.4001 -1.4259
2384 5533 0.412345 -20.5459 -1.55681
2384 5536 -0.321397 -21.9574 -1.45447
2384 5537 -0.562475 -20.1174 -1.44467
2384 5543 0.0784713 -20.5716 -1.57724
2384 5574 -0.365025 -20.6565 -1.48238
2384 5596 -0.04894 -21.0445 -1.35947
2384 5605 -0.130516 -20.5001 -1.38802
2384 5606 -0.0931039 -21.1093 -1.51768
2384 5609 -0.667787 -20.8472 -1.53078
2384 5635 -0.635482 -20.012 -1.40337
2384 5647 -0.41026 -20.3924 -1.54258
2384 5653 0.120026 -20.5423 -1.8661
2384 5663 0.00386325 -20.0879 -1.65637
2384 5679 -0.471456 -20.9321 -1.51327
2384 5683 -0.717164 -20.6253 -1.60594
2384 5695 0.225435 -20.6159 -1.72131
2384 5709 0.498241 -20.3568 -1.38922
2384 5715 -0.470534 -20.3465 -1.45743
2384 5721 0.431352 -19.7024 -1.49067
2384 5725 -0.42487 -21.2708 -1.3745
2384 5745 -0.669356 -21.2868 -1.61238
2384 5761 -0.52218 -20.698 -1.27534
2384 5779 -0.0667094 -21.1487 -1.50193
2384 5780 -0.308435 -20.4149 -1.37027
2384 5781 -0.892618 -20.9268 -1.54582
2384 5797 -0.342115 -20.7097 -1.35436
2384 5806 -0.284505 -20.8709 -1.53957
2384 5807 -0.443177 -20.5094 -1.45466
2384 5823 -0.111724 -20.5188 -1.47743
2384 5846 -0.352535 -20.9299 -1.46288
2384 5849 0.157253 -20.2437 -1.36115
2384 5864 0.0909286 -20.1761 -1.36885
2384 5878 -0.193509 -20.6774 -1.46993
2384 5894 0.064112 -20.6797 -1.52096
2384 5901 -0.0695986 -20.579 -1.36021
2384 5917 -0.163608 -20.0853 -1.63599
2384 5943 -0.484861 -20.2238 -1.63964
2384 5950 -0.194107 -20.5131 -1.66656
2384 5955 -0.455323 -20.9023 -1.44646
2384 5963 0.160795 -20.5776 -1.49447
2384 5968 -1.14085 -21.8184 -1.62573
2384 6000 -0.216867 -21.406 -1.48697
2384 6008 -0.204351 -20.564 -1.507
2384 6013 -0.417707 -19.8904 -1.5043
2384 6034 -0.113059 -20.2082 -1.7558
2384 6056 -0.251924 -20.3203 -1.52366
2384 6058 -0.718326 -20.3446 -1.67322
2384 6067 -0.598452 -20.7341 -1.40811
2384 6078 -0.831905 -20.6785 -1.55022
2384 6097 -0.442524 -20.8483 -1.31121
2384 6113 0.608039 -20.3488 -1.43686
2384 6133 -0.116004 -21.3032 -1.46317
2384 6141 0.0431227 -20.7112 -1.31001
2384 6161 -0.353318 -20.2025 -1.74776
2384 6192 0.162926 -20.535 -1.55674
2384 6202 -0.373491 -20.5118 -1.43518
2384 6214 -0.225113 -20.3745 -1.44573
2384 6223 -0.500799 -20.7165 -1.68758
2384 6235 -0.440164 -20.1091 -1.56934
2384 6241 -0.0555959 -20.7027 -1.46045
2384 6261 -0.482685 -20.5761 -1.47092
2384 6269 -0.0697419 -20.6468 -1.56581
2384 6325 -0.26033 -20.4942 -1.66343
2384 6326 -0.266226 -20.8764 -1.41841
2384 6362 -0.125599 -20.6012 -1.50799
2384 6363 0.642972 -19.8407 -1.37447
2384 6368 -0.487221 -20.1282 -1.4669
2384 6370 -0.139071 -20.5308 -1.42856
2384 6411 0.754992 -20.8559 -1.43322
2384 6423 -0.694837 -21.3289 -1.36059
2384 6477 -0.0826707 -19.732 -1.5578
2384 6486 -0.349983 -21.1569 -1.51315
2384 6528 -0.0776413 -20.4624 -1.43722
2384 6546 -0.363822 -21.0703 -1.51416
2384 6552 0.35008 -20.403 -1.49746
2384 6553 -0.0890376 -21.2242 -1.56889
2384 6565 0.158955 -20.5967 -1.3442
2384 6578 0.117235 -20.4532 -1.41459
2384 6635 -0.207243 -20.6952 -1.39962
2384 6664 0.00782374 -20.1915 -1.4778
2384 6665 -0.149218 -20.4129 -1.35186
2384 6693 -0.0624116 -20.3889 -1.50142
2384 6695 0.0399582 -20.2968 -1.77067
2384 6698 -0.16028 -20.8439 -1.55432
2384 6715 0.0852945 -21.1125 -1.66835
2384 6719 0.144507 -20.5181 -1.53759
2384 6721 -0.0947222 -20.0616 -1.55347
2384 6729 0.367848 -20.7545 -1.59207
2384 6739 0.344742 -20.8708 -1.47423
2384 6740 0.183175 -20.534 -1.55621
2384 6749 -0.539891 -21.6873 -1.50761
2384 6757 -0.205604 -20.4221 -1.47675
2384 6764 -0.728628 -20.4604 -1.55768
2384 6778 0.0157628 -20.6438 -1.54607
2384 6783 -0.247808 -20.707 -1.46599
2384 6786 -0.324329 -20.3515 -1.44006
2384 6803 -0.138254 -20.8205 -1.44271
2384 6814 0.297164 -19.9853 -1.48521
2384 6823 -0.970805 -20.9111 -1.50232
2384 6828 -0.371019 -20.7865 -1.50297
2384 6863 -0.670069 -20.5344 -1.41016
2384 6876 0.56538 -20.4543 -1.69045
2384 6883 -0.322374 -20.5987 -1.54304
2384 6885 -0.58203 -20.3674 -1.48328
2384 6920 -1.35512 -20.9647 -1.61873
2384 6941 -0.406191 -20.3658 -1.48761
2384 6946 -0.16496 -20.36 -1.59318
2384 6950 -0.9719 -20.8385 -1.40086
2384 6966 0.251052 -21.075 -1.63308
2384 6969 -0.0271899 -21.0523 -1.714
2384 6975 0.0784178 -20.6432 -1.37293
2384 6988 -0.243717 -20.694 -1.50084
2384 6995 0.142177 -20.511 -1.47462
2384 6998 -0.210551 -20.5037 -1.74266
2384 6999 0.348387 -20.7968 -1.27549
2384 7018 -0.570696 -20.1963 -1.56952
2384 7024 -0.05153 -20.3365 -1.57107
2384 7031 -0.517817 -21.3616 -1.55413
2384 7045 -0.351572 -20.4409 -1.47736
