#RunNum   EventNum    x(mm)    y(mm)    z(mm)
2384 15363 -0.0841691 -20.8022 -1.4231
2384 15364 0.207065 -20.5052 -1.44876
2384 15373 -0.51202 -20.671 -1.50769
2384 15386 -0.249134 -20.4204 -1.49266
2384 15404 -0.41255 -20.7415 -1.4841
2384 15411 -0.443408 -20.3686 -1.39082
2384 15424 0.00317644 -20.7559 -1.65231
2384 15433 -0.469875 -20.6362 -1.82543
2384 15441 0.328232 -20.9758 -1.38865
2384 15450 -0.305896 -20.4466 -1.57651
2384 15452 -0.788973 -20.9576 -1.58877
2384 15471 -0.162001 -20.2842 -1.5185
2384 15473 0.0541634 -20.4621 -1.44001
2384 15481 -0.643214 -20.8042 -1.50818
2384 15482 0.455482 -19.8099 -1.71099
2384 15510 0.222957 -20.7264 -1.61065
2384 15533 0.00240867 -20.3675 -1.55391
2384 15536 -0.398685 -20.0134 -1.48889
2384 15563 0.251242 -20.726 -1.52695
2384 15580 0.121353 -20.3192 -1.59044
2384 15605 -0.110352 -20.0469 -1.53461
2384 15633 -0.446359 -20.4802 -1.36494
2384 15640 0.427964 -20.4408 -1.87693
2384 15665 -0.711481 -20.8253 -1.64712
2384 15671 -0.337355 -20.9118 -1.726
2384 15673 0.0750945 -20.9736 -1.65492
2384 15685 0.0821554 -20.4016 -1.46716
2384 15691 -0.963883 -20.1834 -1.55735
2384 15698 0.131617 -20.2192 -1.29647
2384 15712 -0.586747 -19.7822 -1.43395
2384 15720 0.313991 -20.2067 -1.46368
2384 15740 0.434816 -20.3162 -1.62563
2384 15741 -0.499721 -20.5698 -1.39104
2384 15747 -0.362172 -20.3719 -1.50574
2384 15775 -0.204688 -20.3426 -1.47613
2384 15782 -0.193017 -21.0262 -1.45744
2384 15817 0.151112 -20.5227 -1.48128
2384 15824 -0.541478 -20.7233 -1.42954
2384 15826 -0.403873 -20.5978 -1.52591
2384 15829 -0.272001 -20.4732 -1.48443
2384 15840 -1.11042 -19.6133 -1.67704
2384 15841 -0.201116 -20.2617 -1.56555
2384 15874 -0.250505 -20.4707 -1.38749
2384 15890 0.216246 -20.719 -1.31599
2384 15895 -0.392322 -20.5449 -1.48202
2384 15903 -1.11795 -19.9942 -1.64378
2384 15931 -0.370841 -19.9174 -1.45842
2384 15954 -0.611998 -20.6792 -1.47632
2384 15961 -0.29765 -20.1479 -1.56076
2384 15969 -0.183575 -20.3528 -1.57496
2384 15970 -0.293725 -20.6606 -1.47105
2384 15980 -0.04949 -20.639 -1.51703
2384 15982 -0.478235 -21.3414 -1.38062
2384 15986 -0.451078 -20.3172 -1.60594
2384 15989 -0.646203 -20.9766 -1.65367
2384 15990 -0.332256 -20.2282 -1.34421
2384 16011 -0.523745 -20.7481 -1.38673
2384 16029 0.469794 -20.3496 -1.47242
2384 16036 -0.519727 -20.5275 -1.35409
2384 16039 -0.0712971 -19.9844 -1.29429
2384 16043 0.00627971 -20.4717 -1.4122
2384 16060 -0.298009 -20.5212 -1.52868
2384 16064 0.725891 -20.216 -1.59555
2384 16078 0.0349212 -20.3657 -1.43413
2384 16080 -0.0902723 -20.5489 -1.70698
2384 16090 0.125684 -20.6503 -1.33447
2384 16103 -0.0518966 -20.4936 -1.51642
2384 16111 0.116141 -20.8735 -1.50928
2384 16114 -0.103802 -20.6137 -1.57648
2384 16118 0.385942 -20.6638 -1.55601
2384 16122 0.12709 -20.0793 -1.63582
2384 16133 0.501273 -20.8435 -1.4581
2384 16146 -0.157573 -20.3671 -1.54034
2384 16150 0.124509 -20.2407 -1.52162
2384 16177 -0.298708 -20.7064 -1.3455
2384 16202 -0.264045 -20.6839 -1.45502
2384 16208 0.331642 -20.183 -1.52928
2384 16209 -0.381953 -20.4358 -1.41244
2384 16210 -0.0985373 -21.0313 -1.55741
2384 16216 0.361281 -20.7224 -1.51536
2384 16226 0.295179 -20.6997 -1.38245
2384 16227 -0.35166 -20.6692 -1.44425
2384 16230 -0.595291 -20.4964 -1.58299
2384 16233 -0.459684 -20.7567 -1.45568
2384 16244 -0.459194 -21.4807 -1.61682
2384 16250 0.203153 -20.4831 -1.72894
2384 16260 -0.523942 -21.1636 -1.42799
2384 16267 -0.547014 -20.7131 -1.74368
2384 16268 -0.228855 -20.587 -1.56287
2384 16271 0.316205 -20.3336 -1.68897
2384 16282 -0.7054 -20.8471 -1.32708
2384 16289 0.113906 -20.3222 -1.51638
2384 16296 -0.662221 -20.7984 -1.41821
2384 16307 -0.235029 -20.2524 -1.36802
2384 16328 -0.533973 -20.689 -1.49954
2384 16337 -0.183584 -20.4365 -1.62648
2384 16367 0.27556 -20.94 -1.27958
2384 16375 -0.63745 -20.4675 -1.44959
2384 16386 -0.0682599 -19.9525 -1.48659
2384 16402 0.604406 -21.0216 -1.47225
2384 16409 -0.0407659 -20.6475 -1.37265
2384 16422 -0.235773 -20.2711 -1.36362
2384 16427 -0.0552396 -20.6112 -1.45155
2384 16435 0.0582796 -20.0479 -1.62219
2384 16464 -0.38546 -21.2847 -1.44963
2384 16466 0.0162514 -20.2912 -1.50859
2384 16467 -0.246406 -20.5883 -1.58773
2384 16497 0.297687 -20.1162 -1.44705
2384 16517 0.0504302 -20.0794 -1.35086
2384 16552 -0.0866921 -20.3182 -1.45072
2384 16554 -0.131509 -20.256 -1.45228
2384 16570 0.194814 -20.6532 -1.50126
2384 16572 0.229737 -21.1718 -1.49928
2384 16583 -0.0946811 -20.4579 -1.39399
2384 16610 -0.137266 -20.8723 -1.65123
2384 16613 0.155643 -20.3263 -1.50661
2384 16621 0.489985 -20.4753 -1.39962
2384 16633 0.304475 -19.8729 -1.37608
2384 16659 -0.178534 -21.0473 -1.49494
2384 16667 -0.757978 -20.6595 -1.35803
2384 16679 0.207859 -20.9706 -1.50003
2384 16681 0.816287 -20.8458 -1.62957
2384 16684 0.00970613 -21.0684 -1.51442
2384 16690 -0.379632 -20.4789 -1.49672
2384 16695 0.313605 -20.4999 -1.50792
2384 16716 -0.0242972 -20.6811 -1.74781
2384 16739 -0.320976 -19.7749 -1.37677
2384 16744 -0.248879 -20.9476 -1.59537
2384 16752 -0.742676 -21.2711 -1.55585
2384 16754 -0.412819 -21.2374 -1.4632
2384 16782 -0.536606 -21.1053 -1.46007
2384 16795 -0.000697867 -20.8342 -1.42271
2384 16811 -0.588565 -20.6313 -1.72645
2384 16829 -0.611667 -21.0658 -1.48688
2384 16843 -0.0923013 -20.6046 -1.51198
2384 16850 -0.271648 -20.7528 -1.54992
2384 16862 -0.504202 -21.4124 -1.53446
2384 16889 0.416534 -20.6907 -1.31195
2384 16893 -0.710255 -20.9073 -1.61354
2384 16900 -0.566508 -20.4759 -1.43941
2384 16940 -0.394488 -20.7798 -1.57418
2384 16954 0.270173 -20.8405 -1.4652
2384 17000 0.0873911 -20.4563 -1.53879
2384 17027 -0.521271 -20.6526 -1.31269
2384 17028 -1.09303 -20.3934 -1.46312
2384 17041 0.29452 -20.4226 -1.556
2384 17056 -0.054581 -20.8851 -1.48778
2384 17065 -0.0711987 -19.8677 -1.36433
2384 17067 -0.068788 -19.6679 -1.64614
2384 17116 -0.684249 -20.6202 -1.56328
2384 17118 0.35675 -20.1924 -1.48582
2384 17121 -0.476464 -20.9563 -1.57099
2384 17132 -0.400588 -20.9647 -1.57258
2384 17141 0.110224 -20.7755 -1.51547
2384 17151 0.0590165 -20.2809 -1.31026
2384 17163 0.370577 -20.5158 -1.39929
2384 17168 -0.459103 -20.2275 -1.55749
2384 17193 0.0721539 -20.5365 -1.48108
2384 17194 0.0559812 -19.1388 -1.40326
2384 17196 -0.13922 -20.8519 -1.37525
2384 17213 -0.804065 -20.4989 -1.61538
2384 17218 -0.0740394 -21.0716 -1.62844
2384 17235 0.761238 -20.0974 -1.47823
2384 17238 0.114181 -20.4805 -1.31753
2384 17240 -0.485467 -19.9578 -1.61433
2384 17247 0.200167 -20.5031 -1.6321
2384 17254 -0.143829 -20.788 -1.3508
2384 17263 0.389711 -19.9911 -1.43401
2384 17269 -0.870809 -21.3156 -1.57714
2384 17274 0.41828 -21.161 -1.7636
2384 17275 0.196758 -20.0136 -1.48202
2384 17307 0.0424529 -19.9959 -1.41841
2384 17345 -0.415794 -21.2166 -1.42396
2384 17346 -0.00853175 -20.8602 -1.46657
2384 17352 -0.0189533 -20.6604 -1.39386
2384 17359 0.0195887 -20.9043 -1.70821
2384 17405 -0.230611 -20.7415 -1.61169
2384 17409 -0.838628 -19.9989 -1.63605
2384 17410 -0.484502 -20.3664 -1.53001
2384 17416 -0.324332 -21.1788 -1.46738
2384 17421 -0.605769 -20.4261 -1.46309
2384 17425 -0.660023 -19.8221 -1.59557
2384 17442 -0.625269 -20.6484 -1.48391
2384 17460 -0.0508185 -19.9728 -1.5486
2384 17470 -0.0594438 -21.132 -1.52153
2384 17471 0.886602 -20.3236 -1.40061
2384 17472 -0.338892 -20.3555 -1.60151
2384 17476 0.074113 -20.7381 -1.26521
2384 17481 -0.130405 -20.3613 -1.46395
2384 17484 0.105879 -20.2182 -1.59297
2384 17487 -0.833841 -20.3078 -1.42662
2384 17495 0.0445056 -20.2027 -1.51414
2384 17496 -0.207003 -19.9896 -1.4775
2384 17511 -0.490818 -20.9569 -1.56216
2384 17513 -0.0181318 -19.8538 -1.63206
2384 17523 -0.159515 -20.1628 -1.66402
2384 17526 -0.344956 -21.0997 -1.53933
2384 17544 -0.101673 -20.4726 -1.44535
2384 17550 0.239952 -20.4601 -1.46229
2384 17552 -0.333555 -20.739 -1.39027
2384 17562 0.0835928 -20.8525 -1.62046
2384 17596 -0.613752 -21.0568 -1.38777
2384 17606 -0.285931 -20.8706 -1.46702
2384 17614 -0.730077 -20.9007 -1.41785
2384 17616 0.170983 -21.2006 -1.55657
2384 17661 -0.978183 -20.6698 -1.37085
2384 17681 -0.197457 -20.9509 -1.51246
2384 17686 0.198791 -20.5813 -1.48627
2384 17697 -0.101739 -20.2477 -1.516
2384 17707 -0.448687 -20.7851 -1.55981
2384 17708 -0.753799 -21.64 -1.48546
2384 17713 -0.357539 -20.0456 -1.54731
2384 17729 -0.0509895 -20.5198 -1.45578
2384 17748 0.188939 -20.2861 -1.41865
2384 17765 -0.277931 -20.9247 -1.3925
2384 17767 -0.111931 -20.266 -1.47957
2384 17776 -0.812112 -20.8419 -1.43415
2384 17800 -0.126478 -20.4286 -1.50791
2384 17848 -0.241144 -20.695 -1.48958
2384 17874 -0.52437 -20.3418 -1.46194
2384 17880 -0.194463 -20.0727 -1.41783
2384 17881 -1.04263 -20.118 9.78012
2384 17883 -0.178631 -20.2891 -1.61253
2384 17909 -0.375037 -19.4541 -1.50092
2384 17911 -0.736413 -21.1815 -1.40817
2384 17916 -0.557948 -20.6054 -1.46305
2384 17928 -0.205194 -20.322 -1.35671
2384 17932 0.28581 -20.6716 -1.48286
2384 17977 -0.669391 -20.5527 -1.4363
2384 17991 -0.68204 -20.6861 -1.50116
2384 17993 -0.452795 -20.813 -1.46944
2384 18011 -0.379129 -20.1378 -1.68826
2384 18031 0.0888239 -19.9792 -1.41403
2384 18037 -0.487196 -20.3985 -1.54428
2384 18041 -0.545229 -20.0135 -1.39463
2384 18043 -0.563238 -20.7645 -1.46354
2384 18051 0.164272 -20.7261 -1.7845
2384 18069 -0.254177 -20.5258 -1.61248
2384 18076 0.290103 -20.469 -1.51371
2384 18106 -0.534437 -20.9818 -1.61697
2384 18126 0.134008 -20.3777 -1.54769
2384 18129 -0.38197 -20.6769 -1.47
2384 18153 -0.478278 -20.6832 -1.45035
2384 18154 0.363041 -20.9541 -1.57573
2384 18165 -0.487759 -20.8686 -1.38975
2384 18172 -0.33441 -20.3631 -1.506
2384 18173 -0.314609 -20.7974 -1.89297
2384 18175 0.0701853 -20.838 -1.47582
2384 18206 -0.0901717 -20.7363 -1.67073
2384 18207 -0.326782 -20.3828 -1.473
2384 18221 -0.414007 -20.687 -1.47132
2384 18237 -0.311113 -20.6599 -1.62702
2384 18251 0.115795 -20.9342 -1.43391
2384 18257 -0.00437003 -20.4073 -1.36123
2384 18268 -0.361312 -20.5082 -1.59565
2384 18273 -0.344136 -20.3408 -1.36953
2384 18281 -0.832386 -20.7754 -1.53811
2384 18286 -0.0944836 -20.471 -1.3966
2384 18296 -0.190794 -20.5325 -1.51269
2384 18312 -0.240083 -20.7624 -1.53933
2384 18331 0.0770189 -20.293 -1.48635
2384 18371 -0.215597 -20.4011 -1.41205
2384 18382 -0.0459919 -19.9139 -1.3113
2384 18420 0.652081 -20.3238 -1.39007
2384 18426 -0.180404 -20.0703 -1.74494
2384 18438 0.181339 -20.2341 -1.62356
2384 18482 -0.415902 -20.433 -1.47961
2384 18486 -0.141383 -20.5182 -1.39344
2384 18506 0.325802 -20.7425 -1.28177
2384 18508 -0.385564 -20.2245 -1.51519
2384 18515 -0.399893 -20.2806 -1.51247
2384 18528 0.305208 -20.5311 -1.62203
2384 18531 -0.16027 -21.028 -1.55966
2384 18542 0.0154968 -20.6238 -1.37265
2384 18546 -0.472007 -20.9635 -1.52846
2384 18564 -0.50356 -19.8743 -1.60363
2384 18566 -0.501624 -20.1911 -1.64212
2384 18581 0.195257 -21.0744 -1.32105
2384 18584 0.205205 -20.6944 -1.47774
2384 18587 -0.373634 -20.7874 -1.57077
2384 18600 -0.353629 -20.8939 -1.63343
2384 18630 -0.138898 -20.954 -1.26833
2384 18633 -0.482023 -20.6931 -1.53929
2384 18650 -0.193021 -20.6651 -1.46012
2384 18653 0.0155875 -20.717 -1.53777
2384 18664 -0.257899 -20.8512 -1.44759
2384 18665 -0.351857 -20.3542 -1.46397
2384 18670 -0.214043 -19.6778 -1.63588
2384 18673 0.0444804 -20.4972 -1.57884
2384 18724 -0.109696 -20.6293 -1.52857
2384 18735 0.272559 -20.4148 -1.53426
2384 18759 -0.102794 -20.5811 -1.5366
2384 18769 -0.446748 -20.46 -1.47213
2384 18775 -0.489785 -20.3823 -1.48547
2384 18778 -0.160552 -20.433 -1.50758
2384 18779 -0.653691 -20.8349 -1.37804
2384 18782 -0.125181 -20.258 -1.44522
2384 18783 0.357455 -20.4403 -1.43428
2384 18786 -0.485133 -20.9799 -1.70674
2384 18799 -0.721114 -20.5046 -1.45877
2384 18816 -0.313078 -20.9498 -1.53203
2384 18820 -0.0968279 -20.6759 -1.567
2384 18823 -0.457144 -20.5992 -1.55499
2384 18824 -0.0591576 -20.312 -1.53187
2384 18852 -0.213394 -20.2817 -1.43159
2384 18880 -0.102573 -20.3992 -1.35197
2384 18884 -0.140515 -21.4848 -1.5373
2384 18891 -0.118941 -20.9053 -1.44314
2384 18894 0.03412 -19.8646 -1.51927
2384 18899 0.234935 -20.1167 -1.3466
2384 18909 0.187646 -20.6365 -1.54101
2384 18911 -0.0402973 -20.9623 -1.48328
2384 18913 -0.255106 -20.3409 -1.44873
2384 18925 -0.239192 -20.6701 -1.30008
2384 18927 -0.280819 -20.5481 -1.45729
2384 18945 0.0852729 -19.8738 -1.47638
2384 18946 0.474797 -20.4533 -1.68664
2384 18961 0.354185 -20.7584 -1.47732
2384 18984 -0.0283916 -20.6672 -1.57514
2384 19020 -0.232575 -20.9673 -1.51777
2384 19025 0.125374 -21.0585 -1.42169
2384 19045 -0.232112 -21.0358 -1.33356
2384 19074 -0.0876813 -20.9722 -1.59533
2384 19080 -0.485772 -20.2348 -1.50073
2384 19083 0.23031 -21.1014 -1.45309
2384 19115 -0.106474 -20.6088 -1.58998
2384 19118 -0.147884 -20.4908 -1.62071
2384 19125 -0.395115 -20.5403 -1.50052
2384 19146 -0.510823 -20.9978 -1.28963
2384 19159 -1.20028 -21.273 -1.5208
2384 19186 0.401117 -20.9317 -1.56974
2384 19200 0.0957768 -20.694 -1.37002
2384 19201 0.0158171 -20.6726 -1.50755
2384 19208 -0.240315 -20.5308 -1.39946
2384 19231 -0.0337104 -20.5534 -1.64414
2384 19233 -0.0245466 -20.4864 -1.46748
2384 19253 0.661717 -20.5207 -1.308
2384 19255 0.0418877 -20.4107 -1.62966
2384 19275 0.063173 -20.1652 -1.45162
2384 19279 -0.0419117 -20.3659 -1.40348
2384 19280 0.465678 -20.3601 -1.33352
2384 19306 -1.19328 -20.7841 -1.4883
2384 19308 -0.241876 -20.3097 -1.56351
2384 19315 -0.835972 -21.0606 -1.39431
2384 19317 0.133745 -20.348 -1.43309
2384 19323 -0.533247 -20.2338 -1.65472
2384 19340 -0.508382 -20.4761 -1.36084
2384 19344 -0.0499127 -20.5601 -1.46268
2384 19348 -1.01081 -20.4918 -1.44298
2384 19350 -0.048688 -20.2332 -1.48678
2384 19360 -0.48902 -20.5641 -1.29016
2384 19368 -0.0573755 -20.258 -1.42925
2384 19388 0.153894 -20.3512 -1.55208
2384 19403 -0.958508 -20.5455 -1.52474
2384 19418 0.39651 -20.1002 -1.55022
2384 19419 -0.122355 -20.7021 -1.49798
2384 19501 -0.690586 -20.3703 -1.57564
2384 19503 -0.0188737 -20.7065 -1.44246
2384 19543 9.31834e-05 -20.0036 -1.52813
2384 19550 -0.246276 -20.5218 -1.48402
2384 19552 -0.287795 -20.3157 -1.34665
2384 19564 0.737765 -20.203 -1.62008
2384 19574 -0.682149 -20.1175 -1.51785
2384 19600 -0.0309636 -20.7203 -1.6264
2384 19606 -0.0246173 -20.5509 -1.54213
2384 19635 -0.604385 -20.7089 -1.45683
2384 19639 0.207187 -20.2523 -1.49438
2384 19641 -0.0194891 -21.0081 -1.58188
2384 19678 -0.247583 -20.5134 -1.59794
2384 19690 0.629352 -20.4323 -1.54484
2384 19700 -0.408582 -20.3023 -1.51693
2384 19710 -0.0723044 -21.0092 -1.72118
2384 19717 0.0213168 -20.3543 -1.45172
2384 19737 -0.152592 -20.8551 -1.36889
2384 19749 0.232056 -20.1783 -1.55188
2384 19755 -0.0403172 -20.4606 -1.63395
2384 19767 -0.0480458 -20.7504 -1.41816
2384 19774 0.140877 -20.5573 -1.36227
2384 19785 0.250815 -20.5483 -1.65954
2384 19788 -0.250222 -20.6105 -1.37154
2384 19794 -0.128294 -20.59 -1.58593
2384 19830 0.00361663 -20.6868 -1.52156
2384 19865 -0.196523 -20.9276 -1.63871
2384 19869 0.0778846 -20.4754 -1.64345
2384 19925 -1.13022 -20.1656 -1.52079
2384 19931 0.5129 -21.4907 -1.55465
2384 19940 -0.19344 -20.7282 -1.48884
2384 19943 -0.107031 -20.1261 -1.30902
2384 19944 -0.0651642 -20.5071 -1.55203
2384 19971 -0.226577 -20.6717 -1.66018
2384 19978 -0.438809 -20.6855 -1.37565
2384 19988 -0.669749 -20.861 -1.52021
2384 20010 -0.196258 -20.6389 -1.31936
2384 20029 -0.235636 -20.411 -1.44072
2384 20033 -0.566709 -21.0124 -1.46694
2384 20066 0.590696 -20.9222 -1.63067
2384 20111 -0.496476 -20.2706 -1.50202
2384 20120 -0.0692135 -21.0306 -1.44548
2384 20160 -0.0188681 -20.3818 -1.67336
2384 20185 0.191075 -20.3428 -1.62007
2384 20186 0.374539 -21.1824 -1.56415
2384 20193 -0.465032 -20.5186 -1.36216
2384 20211 0.0325199 -20.7148 -1.4933
2384 20218 -0.640622 -20.1863 -1.52025
2384 20222 -0.589683 -20.4474 -1.43075
2384 20247 -0.0862354 -20.8517 -1.29992
2384 20249 -0.906822 -20.0888 -1.43363
2384 20257 0.146719 -20.3684 -1.40637
2384 20265 0.0138629 -21.1596 -1.40087
2384 20273 -0.692427 -20.6948 -1.56119
2384 20274 0.0220993 -20.4895 -1.40749
2384 20284 -0.334157 -20.6892 -1.4049
2384 20295 0.626061 -20.7162 -1.49283
2384 20310 0.262281 -20.1905 -1.68502
2384 20318 0.662295 -20.5768 -1.39445
2384 20351 0.204722 -20.5959 -1.72299
2384 20371 -0.704156 -20.3999 -1.43492
2384 20382 0.124847 -21.129 -1.47825
2384 20387 0.219037 -20.6808 -1.61024
2384 20390 -0.414203 -20.5265 -1.40626
2384 20407 -0.128889 -20.6432 -1.57693
2384 20410 -0.286159 -20.1382 -1.6734
2384 20415 -0.662478 -20.3602 -1.62544
2384 20422 0.321225 -20.4107 -1.59234
2384 20426 0.0859535 -20.9303 -1.45514
2384 20435 -0.406618 -20.5265 -1.45801
2384 20437 -0.16184 -20.7642 -1.63878
2384 20457 0.660575 -20.6567 -1.59282
2384 20485 -0.0502005 -20.87 -1.41445
2384 20520 0.405399 -20.7846 -1.62285
2384 20523 -0.92744 -20.6019 -1.47518
2384 20526 0.196209 -20.6133 -1.5011
2384 20542 -0.318068 -20.9286 -1.74541
2384 20559 -0.582193 -20.423 -1.4849
2384 20564 -0.323678 -20.8433 -1.62123
2384 20589 -0.629141 -20.3212 -1.38738
2384 20603 -0.340532 -20.5531 -1.39286
2384 20607 -0.496562 -21.2149 -1.21218
2384 20623 -0.485386 -20.862 -1.45799
2384 20630 -0.866415 -20.2842 -1.70218
2384 20640 0.615013 -20.5265 -1.63998
2384 20641 -0.105546 -20.6905 -1.44042
2384 20649 -0.232115 -20.4603 -1.71756
2384 20668 -0.495393 -20.3437 -1.3743
2384 20684 0.93852 -20.6577 -1.63958
2384 20691 -0.69145 -20.4451 -1.53388
2384 20707 0.227543 -20.4393 -1.52521
2384 20736 0.203646 -20.4515 -1.52056
2384 20765 -0.134593 -20.5565 -1.65599
2384 20769 -0.656407 -19.5911 -1.7301
2384 20773 -0.480448 -20.4727 -1.54003
2384 20774 -0.562663 -21.1135 -1.60754
2384 20776 -0.479387 -20.2699 -1.49009
2384 20781 -0.0197282 -20.1791 -1.52564
2384 20783 0.53923 -20.5719 -1.37652
2384 20799 -0.466628 -20.9088 -1.51052
2384 20821 0.510462 -20.4899 -1.52193
2384 20841 -0.621459 -20.8779 -1.49344
2384 20842 0.0641079 -20.3624 -1.36314
2384 20855 0.10476 -20.4674 -1.61078
2384 20875 0.0491982 -20.8089 -1.46775
2384 20885 -0.359502 -20.1786 -1.54192
2384 20890 -0.783758 -20.6497 -1.55861
2384 20909 -0.224375 -19.7813 -1.32147
2384 20921 0.119729 -20.7105 -1.51412
2384 20925 0.539814 -20.2512 -1.61371
2384 20926 -0.184125 -20.2728 -1.43279
2384 20938 0.0880603 -20.3665 -1.34093
2384 20947 -0.444225 -20.4982 -1.5353
2384 20986 0.314979 -21.2586 -1.38877
2384 21007 -0.0751543 -20.5843 -1.52565
2384 21012 -0.253661 -20.4985 -1.32561
2384 21025 0.237828 -20.5843 -1.5034
2384 21029 -0.572616 -21.0527 -1.61597
2384 21037 -0.418336 -20.2115 -1.43757
2384 21057 0.2483 -20.0872 -1.55754
2384 21061 -0.0113585 -20.7373 -1.47085
2384 21080 -0.0299307 -20.7048 -1.39667
2384 21105 -0.452486 -19.8117 -1.55388
2384 21121 -0.224139 -21.2419 -1.57642
2384 21123 0.0849875 -20.1205 -1.39757
2384 21124 -0.098592 -20.0404 -1.40254
2384 21148 -0.460016 -20.6934 -1.43179
2384 21172 0.42873 -21.0129 -1.47935
2384 21185 0.216329 -20.1217 -1.40161
2384 21197 -0.296199 -19.6646 -1.35864
2384 21211 -0.094195 -20.2964 -1.37992
2384 21223 -0.65883 -20.8318 -1.39566
2384 21231 -0.0252728 -20.4766 -1.46132
2384 21240 -0.602306 -20.114 -1.44997
2384 21246 -0.257278 -20.7278 -1.37105
2384 21248 0.267785 -20.3624 -1.42828
2384 21250 -0.27477 -20.5337 -1.52157
2384 21254 -0.526794 -21.3854 -1.67791
2384 21258 -0.370978 -20.4013 -1.39814
2384 21264 -0.787202 -20.4404 -1.51451
2384 21273 -0.487137 -20.4582 -1.57201
2384 21275 -0.342856 -20.3866 -1.50621
2384 21290 -0.511083 -20.62 -1.41588
2384 21304 -0.331015 -20.9471 -1.15475
2384 21310 0.034592 -21.0565 -1.58833
2384 21319 0.0379984 -20.3593 -1.51648
2384 21324 -0.672369 -20.5456 -1.5232
2384 21329 0.250684 -20.8941 -1.42317
2384 21335 0.123414 -20.7097 -1.44114
2384 21345 0.457033 -20.4887 -1.65255
2384 21360 0.105663 -21.0142 -1.50141
2384 21361 -0.0666655 -20.7897 -1.41987
2384 21370 -0.909292 -20.4251 -1.47035
2384 21373 0.462251 -20.3312 -1.57351
2384 21386 -0.794503 -20.6101 -1.48427
2384 21392 0.56981 -20.2395 -1.53773
2384 21395 0.0950897 -21.1302 -1.6613
2384 21401 -0.092372 -20.4335 -1.35699
2384 21403 -0.630958 -20.474 -1.53058
2384 21407 -0.213243 -20.4323 -1.70426
2384 21408 -0.329925 -20.7108 -1.56181
2384 21409 -0.198085 -20.1511 -1.32089
2384 21416 0.468604 -20.1872 -1.59433
2384 21418 -0.616983 -20.8546 -1.40115
2384 21424 -0.275943 -20.5156 -1.44483
2384 21454 -0.0692407 -20.8744 -1.35733
2384 21466 -0.546689 -20.5982 -1.59306
2384 21470 -0.169747 -21.0925 -1.28447
2384 21476 0.559017 -20.5922 -1.4207
2384 21477 0.694401 -20.6727 -1.55273
2384 21483 -0.554434 -20.974 -1.54218
2384 21497 0.385485 -20.2762 -1.51286
2384 21508 -0.110926 -20.3902 -1.63609
2384 21520 -0.0653974 -19.9652 -1.41099
2384 21544 -0.188612 -20.2328 -1.47645
2384 21551 -0.34925 -20.7267 -1.42532
2384 21579 0.338956 -20.2644 -1.3472
2384 21581 -0.129849 -20.6429 -1.45923
2384 21583 -0.653284 -21.3319 -1.55198
2384 21591 -0.298399 -20.1842 -1.63344
2384 21640 -0.00863267 -20.3759 -1.49793
2384 21643 -0.893936 -19.9887 -1.44411
2384 21674 -0.234105 -20.434 -1.58543
2384 21678 -0.448893 -20.7517 -1.49752
2384 21685 -0.301905 -20.7007 -1.54785
2384 21688 -0.311812 -20.9262 -1.53688
2384 21693 -0.67753 -20.6436 -1.41487
2384 21697 -0.563903 -21.772 -1.68722
2384 21704 -0.194129 -20.7821 -1.53658
2384 21709 -0.193653 -20.675 -1.53927
2384 21724 0.736605 -20.4782 -1.59193
2384 21725 0.538473 -20.0582 -1.5469
2384 21745 -0.324236 -20.265 -1.57747
2384 21766 -0.853921 -20.6902 -1.4077
2384 21768 0.143976 -20.4513 -1.44627
2384 21782 0.0788362 -20.67 -1.52562
2384 21792 -0.388498 -20.3942 -1.53396
2384 21803 -0.224591 -20.6423 -1.55168
2384 21809 0.309469 -20.37 -1.38041
2384 21814 -0.366466 -21.205 -1.59569
2384 21895 -0.309008 -21.3294 -1.46517
2384 21901 -0.277923 -21.529 -1.44015
2384 21908 0.206108 -20.5161 -1.42773
2384 21913 0.400521 -20.22 -13.6363
2384 21915 -0.150706 -20.6309 -1.78977
2384 21935 0.616748 -20.584 -1.39502
2384 21943 0.0464743 -20.8969 -1.50019
2384 21946 -0.088145 -20.1795 -1.41144
2384 21957 0.229999 -20.7132 -1.46569
2384 21996 -0.153615 -20.3505 -1.55708
2384 21997 -0.699188 -20.9926 -1.43172
2384 22008 0.100024 -20.7168 -1.5288
2384 22009 0.0200795 -20.9317 -1.48399
2384 22018 -0.0285827 -21.3568 -1.53603
2384 22020 -0.151415 -20.4916 -1.44645
2384 22032 -0.183908 -20.9487 -1.45073
2384 22056 -0.313921 -21.0719 -1.38778
2384 22123 0.453858 -21.086 -1.47085
2384 22126 0.210502 -20.6541 -1.36391
2384 22136 -0.703958 -20.3714 -1.39291
2384 22143 -0.481472 -21.1881 -1.63557
2384 22153 -0.360257 -20.5173 -1.51372
2384 22188 -0.210591 -20.859 -1.36675
2384 22208 -0.492315 -20.5581 -1.49733
2384 22241 -0.261055 -20.4061 -1.77748
2384 22251 0.126372 -20.3245 -1.40426
2384 22297 0.131626 -20.3564 -1.5482
2384 22305 0.465745 -20.4058 -1.64329
2384 22332 0.237388 -20.7654 -1.61725
2384 22337 -0.522319 -20.9442 -1.40546
2384 22354 -0.291974 -20.0682 -1.65265
2384 22357 -0.508465 -20.0239 -1.36452
